20,"4500020289","SILVER","silver text"
20,"4500020290","SILVER","silver text"
20,"4500020292","SILVER","silver text"
20,"4500020293","SILVER","silver text"
20,"4500020295","SILVER","silver text"
20,"45000203058","SILVER","silver text"
20,"4500020310","SILVER","SILVER"
20,"4500020311","SILVER","silver text"
20,"4500020312","SILVER","silver text"
20,"4500020357","SILVER","silver text"
20,"4500020359","SILVER","silver text"
20,"4500020408","50066866","Xcite - Kuwait - CPS - April revenue"
20,"4500020415","50066887","Printing & Installing External Banner"
20,"4500020421","50066903","POWER CONNECTOR - TABLET USB TYPE C - WH"
20,"4500020431","50066878","Bluetooth Earphones\,Gold HUAWEI 634001"
20,"4500020432","50066878","Bluetooth Earphones\,Gold HUAWEI 634001"
20,"4500020433","50066878","Bluetooth Earphones\,Gold HUAWEI 634001"
20,"4500020436","50066903","POWER CONNECTOR - TABLET USB TYPE C - WH"
20,"4500020440","50066903","POWER CONNECTOR - TABLET USB TYPE C - WH"
20,"4500020453","50066866","Xcite - Kuwait - CPS - April revenue"
20,"4500020455","50066901","Xcite - Kuwait - CPS - May revenue"
20,"4500020541","50067008","Lubricant oil"
20,"4500020542y","50067007","US Supplies"
20,"4500020542yg","50067007","US Supplies"
20,"4500020542ygg","50067007","US Supplies"
20,"4500020542yggg","50067007","US Supplies"
20,"4500020543","50067007","US Supplies"
20,"4500020547","50067007","US Supplies"
20,"4500022394","50065567","Silver"
20,"45000223941","50065567","Silver"
20,"4.50002E+11","50065567","Silver"
20,"450002239417m","50065567","Silver"
20,"4500022413","50065567","Silver"
20,"4500022419","50065567","Silver"
20,"4500022427","50065589","Engine Oil 20W40"
20,"4500022433","50065567","Silver"
20,"4500022433dw","50065567","Silver"
20,"4500022433dwd","50065567","Silver"
20,"4500022433dwq","50065567","Silver"
20,"4500022433dwqd","50065567","Silver"
20,"4500022433dwqds","50065567","Silver"
20,"4500022437","50065567","Silver"
20,"4500022439","50065592","1OLYETHYLENE COMPOUND KIXSC 10 UV"
20,"4500022455","50065605","Pc Coverall Nordic Design H/D"
20,"4500022467","50065608","Pc Ear Plug"
20,"4500022606","50065586","POWER CONNECTOR - TABLET USB TYPE C - WH"
20,"4500022614","50065586","POWER CONNECTOR - TABLET USB TYPE C - WH"
30,"4500020168","BRASS","BRASS"
30,"45000201683","BRASS","BRASS"
30,"4500020198","BRASS","BRASS"
30,"45000202026","BRASS","BRASS"
30,"4500020224","BRASS","BRASS"
30,"4500020277","BRASS","brass text"
30,"4500020289","BRASS","brass text"
30,"4500020290","BRASS","brass text"
30,"4500020292","BRASS","brass text"
30,"4500020293","BRASS","brass text"
30,"4500020295","BRASS","brass text"
30,"45000203058","BRASS","brass text"
30,"4500020310","BRASS","BRASS"
30,"4500020311","BRASS","brass text"
30,"4500020312","BRASS","brass text"
30,"4500020357","BRASS","brass text"
30,"4500020359","BRASS","brass text"
30,"4500020415","50066888","Producing and Installing Endcaps For LM"
30,"4500020542y","50067008","Lubricant oil"
30,"4500020542yg","50067008","Lubricant oil"
30,"4500020542ygg","50067008","Lubricant oil"
30,"4500020542yggg","50067008","Lubricant oil"
30,"4500020543","50067008","Lubricant oil"
30,"4500020547","50067008","Lubricant oil"
30,"4500022394","50065568","Brass"
30,"45000223941","50065568","Brass"
30,"4.50002E+11","50065568","Brass"
30,"450002239417m","50065568","Brass"
30,"4500022413","50065568","Brass"
30,"4500022427","50065587","US Supplies"
30,"4500022433","50065568","Brass"
30,"4500022433dw","50065568","Brass"
30,"4500022433dwd","50065568","Brass"
30,"4500022433dwq","50065568","Brass"
30,"4500022433dwqd","50065568","Brass"
30,"4500022433dwqds","50065568","Brass"
30,"4500022437","50065568","Brass"
30,"4500022455","50065606","Delta Plus Helmet White"
30,"4500022467","50065608","Pc Ear Plug"
40,"4500020168","COPPER","COPPER"
40,"45000201683","COPPER","COPPER"
40,"4500020198","COPPER","COPPER"
40,"45000202026","COPPER","COPPER"
40,"4500020224","COPPER","COPPER"
40,"4500020310","COPPER","COPPER"
40,"4500020312","COPPER","copper text"
40,"4500020415","50066889","Producing and Distribut Wobblers - HDMI"
40,"4500022455","50065607","Kiska Delta Plus Safety Glasses"
50,"4500020168","GERMANIUM","GERMANIUM"
50,"45000201683","GERMANIUM","GERMANIUM"
50,"4500020198","GERMANIUM","GERMANIUM"
50,"45000202026","GERMANIUM","GERMANIUM"
50,"4500020224","GERMANIUM","GERMANIUM"
50,"4500020310","GERMANIUM","GERMANIUM"
50,"4500020312","PLATINUM","platinum text"
50,"4500020415","50066890","Producing Wobbler cards - Clearance"
50,"4500022455","50065608","Pc Ear Plug"
60,"4500020168","INDIUM","Indium"
60,"45000201683","INDIUM","Indium"
60,"4500020198","INDIUM","Indium"
60,"45000202026","INDIUM","Indium"
60,"4500020224","INDIUM","Indium"
60,"4500020310","INDIUM","Indium"
60,"4500020415","50066891","Producing and Installing Endcaps - Alrai"
60,"4500022455","50065609","Pair Glove\, Safety Leather"
70,"4500020168","IRIDIUM","Iridium"
70,"45000201683","IRIDIUM","Iridium"
70,"4500020198","IRIDIUM","Iridium"
70,"45000202026","IRIDIUM","Iridium"
70,"4500020224","IRIDIUM","Iridium"
70,"4500020310","IRIDIUM","Iridium"
80,"4500020168","OSMIUM","Osmium"
80,"45000201683","OSMIUM","Osmium"
80,"4500020198","OSMIUM","Osmium"
80,"45000202026","OSMIUM","Osmium"
80,"4500020224","OSMIUM","Osmium"
80,"4500020310","OSMIUM","Osmium"
90,"4500020168","PALLADIUM","Palladium"
90,"45000201683","PALLADIUM","Palladium"
90,"4500020198","PALLADIUM","Palladium"
90,"45000202026","PALLADIUM","Palladium"
90,"4500020224","PALLADIUM","Palladium"
90,"4500020310","PALLADIUM","Palladium"
100,"4500020168","PLATINUM","Platinum"
100,"45000201683","PLATINUM","Platinum"
100,"4500020198","PLATINUM","Platinum"
100,"45000202026","PLATINUM","Platinum"
100,"4500020224","PLATINUM","Platinum"
100,"4500020310","PLATINUM","Platinum"
