"50065576","Mi Electric Scooter 1s","0","124",0,"Pcs",
"50065577","IPAD PRO 2020 128GB WIFI 12.9\" -SGRY","0","999",0,"ST",
"50065578","Bluetooth Earphones \, Model : M0001 Black M0001 HUAWEI FreeBuds Studio 634000","0","58",0,"ST",
"50065579","Bluetooth Earphones \, Model : M0001 Gold M0001 HUAWEI FreeBuds Studio 634001","0","58",0,"ST",
"50065580","Cost of Removing the Old banner and Reinstalling new banner at Makiyal Mall","0","202",0,"ST",
"50065583","Xcite - KSA - CPS - April revenue","0","103",0,"ST",
"50065584","Xcite - Kuwait - CPS - April revenue","0","2622",0,"ST",
"50065585","ZIPS POWERED USB-C CABLE SENSOR STRAIGHT CABLE-WHT","0","12",0,"ST",
"50065586","POWER CONNECTOR - TABLET USB TYPE C - WHITE","0","7",0,"ST",
"50065587","US Supplies","T6","1000",0,"QT",
"50065588","Lubricant oil","T6","1000",0,"QT",
"50065589","Engine Oil 20W40","T6","1000",0,"QT",
"50065590","Crankshaft","T6","1000",0,"QT",
"50065591","POLYETHYLENE COMPOUND KIXL03 MX","18","182",0,"KG","390110"
"50065592","POLYETHYLENE COMPOUND KIXSC 10 UV","18","182",0,"KG","390110"
"50065593","ALUMINIUM WIRE ROD 9.5 MM","18","249759",0,"MT",
"50065596","CONTINUOUS CAST COPPER WIRE ROD 8 MM","18","851500",0,"MT","740811"
"50065597","LLDPE JF18020","18","129180",0,"MT",
"50065598","Wooden Drums - 1200*500*875mm","12","3247",0,"PC","441510"
"50065599","ALUMINIUM WIRE ROD","0","260000",0,"MT",
"50065600","Aluminium Wire - Talon","18","250",0,"KG","760200"
"50065601","FUEL OILS","18","60910",0,"MT","271019"
"50065602","PINE WOOD DRUM","12","9836",0,"UN","441510"
"50065603","AMC Plastics","18%","1000",0,"KG",
"50065604","Pc 12 kg Fire Extinguisher","0I","90",0,"PC",
"50065605","Pc Coverall Nordic Design H/D","0I","45",0,"PC",
"50065606","Delta Plus Helmet White","0I","7",0,"PC",
"50065607","Kiska Delta Plus Safety Glasses","0I","6",0,"PC",
"50065608","Pc Ear Plug","0I","10",0,"PC",
"50065609","Pair Glove\, Safety Leather","0I","3",0,"PC",
"50065611","As per Contract T&C","18%","2912253",0,"KG",
"50065644","AMC Plastics","18%","1000",0,"KG",
"50066852","ACC","18","5000",0,"KG",
"50066853","ACDE","0","1000",0,"KG",
"50066854","Sheet metal roll","0","100",0,"KG",
"50066867","IPAD PRO 11 2020","0","818",0,"Pcs",
"50066869","Mi Electric Scooter","0","124",0,"Pcs",
"50066870","Tech 21 S20 Pure Clear","0","24",0,"UN",
"50066871","T500 Tab A7 10.4 WiFi Gold T500NZDAMID","0","60",0,"Pcs",
"50066872","82\" FLAT QLED Real 8K Resolution QA82Q800TAUXZN","0","2499",0,"ST",
"50066873","4K TV 75inch","0","699",0,"ST",
"50066874","Tech 21 S20 Plus Pure Clear","0","24",0,"UN",
"50066875","Tech 21 S20U Pure Clear","0","24",0,"UN",
"50066879","Amron Dryer Cover","0","2",0,"Pcs",
"50066880","Front load Washing Machine Cover","0","2",0,"Pcs",
"50066881","Gloves","0","1",0,"Pcs",
"50066882","WANSA AIR CONDITIONERS WFSC42CMDO for OUT","0","539",0,"Pcs",
"50066883","WANSA AIR CONDITIONERS WFSC42CMDI for IN","0","231",0,"Pcs",
"50066884","WANSA AIR CONDITIONERS WFSC47CMDO for OUT","0","553",0,"Pcs",
"50066885","WANSA AIR CONDITIONERS WFSC47CMDI for IN","0","237",0,"Pcs",
"50066886","Printing Warranty Cards","0","0",0,"UN",
"50066887","Printing & Installing External Banner - Apple","0","198",0,"UN",
"50066888","Producing and Installing Endcaps For LM","0","5",0,"UN",
"50066889","Producing and Distribut Wobblers - HDMI","0","0",0,"UN",
"50066890","Producing Wobbler cards - Clearance","0","0",0,"UN",
"50066891","Producing and Installing Endcaps - Alrai","0","4",0,"UN",
"50066893","Ipad 8 10.2 Wifi 32 Gold","0","105",0,"Pcs",
"50066894","Spigen Galaxy S20 Ultra Hybrid Crystal Clear","0","16",0,"UN",
"50066896","Spigen Galaxy S20 plus Rugged Armor Matte Black","0","15",0,"UN",
"50066897","Spigen Galaxy S20+ Ultra Hybrid Crystal Clear","0","16",0,"UN",
"50066898","Spigen Galaxy S20U Rugged Armor Matte Black","0","15",0,"UN",
"50066899","Spigen Galaxy S20U Ultra Hybrid Crystal Clear","0","16",0,"UN",
"6001","Transportation charges per container","0","65",0,"UN",
"6002","Trailers standby charges for 1 day","0","25",0,"Day(s)",
"6003","Inspection","0","15",0,"UN",
"6004","Demurrage","0","15",0,"UN",
"6005","MANIFEST FEE DEST.","0","13",0,"UN",
"6006","PT.IMPROV.CHG.DEST","0","2",0,"UN",
"6007","DELIVERY ORDER","0","35",0,"UN",
"6008","THC DESTINATION","0","22",0,"UN",
"6009","PORT CHARGE DEST","0","11",0,"UN",
"6010","RECEPTION ON QUAY","0","18",0,"UN",
"6011","HEAVY CARGO DEST","0","22",0,"UN",
"6012","ADD. REC. CHARGE","0","7",0,"UN",
"6013","INSPECTION FEE DES","0","1",0,"UN",
"6014","SURPLUS/DEMAND DES","0","22",0,"UN",
"6015","WEIGHING CHGES.DES","0","1",0,"UN",
"6016","CONTR MAINTEN.FEE","0","2",0,"UN",
"6017","CARGO RELEASE FEE","0","0",0,"UN",
"6021","PRICE FOR ANTWERP\, BELGIUM","0","19635",0,"UN",
"6022","FREIGHT","0","2780",0,"UN",
"6023","PRICE CFR SHUWAIKH\, KUWAIT","0","22415",0,"UN",
"6024","Legalisation of 1 commercial invoice by antwerp Chamber of Commerce","0","60",0,"UN",
"6025","Certificate of Free Sales leagalised by Antwerp Chamber of Commerce","0","65",0,"UN",
"6026","Certificate of Analysis issued by Imarco BV\, Antwerp\, Belgium","0","70",0,"UN",
"6031","Steel rebar N6S60","5","2400",0,"UN","731581"
"6032","Shipping charges","5","1000",0,"UN",
"6033","Service Fee","5","25000",0,"UN",
"6034","Labor: 19 labour persons @ SAR 2000/person","5","2000",0,"UN",
"6035","Material: Cement bags","5","55",0,"UN",
"BASEBALL T-SHIRT","PR-APPARELItem: Unisex Baseball T-Shirt - Black/White","18","10",0,"UN",
"CARPARKINGCHARGES","Car Parking Charges","18","60000",0,"UN","9972"
"CONSULTING SERVICE","Consulting Services","18","7700",0,"UN",
"COPELAND KNIT VEST","PR-MERCH Item: Copeland Knit Vest - Black Lad","18","34",0,"UN",
"COPPER","COPPER","18","2000",113500,"KG","7404"
"DIRECTRECOVERYELE","Direct recovery Electricity","18","1364",0,"UN","271089"
"DIRECTRECOVERYGAS","Direct recovery Gas","18","28",0,"UN",
"FLY ASH BLOCKS","FLY ASH BLOCKS","18","1900",0,"KG","53779"
"FORBES","Forbes Communications Council","18","1680",0,"UN",
"Freight (Value)","Freight (Value)","0","2000",0,"KG",
"GERMANIUM","GERMANIUM","18","1800",0,"KG","282560"
"Indium","Indium","18","5000",0,"KG","811299"
"INTERNET","Internet","18","56000",0,"KG",
"Iridium","Iridium","18","3000",0,"KG","711049"
"ITU/ANSI CONVERION[MSU TX]","ITU/ANSI CONVERION[MSU TX]","18","0",0,"UN",
"KEY2ROAM PLATFORM","KEY2ROAM PLATFORM","18","8000",0,"UN",
"LAPTOP UPGRADE","Laptop RAM upgraded to 8GB","18","10000",0,"UN","8471"
"LAPTOP WITH 8GBRAM","Laptop with 8GB RAM","18","2500",0,"UN","8471"
"LAPTOP1","Laptop","18","6900",0,"UN","8471"
"LAPTOP2","WINDOWS 10 PRO","18","58000",0,"UN","852380"
"LAPTOP3","LAPTOP ON HIRE BASIS","18","500",0,"UN","8471"
"MAINTENANCE OF REC","MAINTENANCE OF RECORDS","18","5000",0,"KG",
"MIC901","SAMPLING DIES POWDER D1 / 501212 / ST / XXXX OSE0045100","18","1320",0,"UN","903190"
"MIC902","SAMPLING DIES POWDER D1 / 501212 / ST / XXXX OSE0045101","18","1320",0,"UN","903190"
"MIC903","SAMPLING DIES POWDER D1 / 501212 / ST / XXXX OSE0045102","18","1320",0,"UN","903190"
"MIC904","SAMPLING DIES POWDER D1 / 501212 / ST / XXXX OSE0045104","18","1320",0,"UN","903190"
"MIC905","SAMPLING DIES POWDER D1 / 501212 / ST / XXXX OSE0083797","18","1320",0,"UN","903190"
"MIC906","SAMPLING DIES POWDER D1 / 501212 / ST / XXXX OSE0083800","18","1320",0,"UN","903190"
"MIC907","SAMPLING ROD POWDER SS / 501212 / X.XFT / 1C / DDD OSE0083801","18","21000",0,"UN","903190"
"MIC908","SAMPLING ROD POWDER ST / 501212 / X.XFT / XC / DDD OSE0083802","18","27000",0,"UN","903190"
"MIC909","SAMPLING ROD POWDER ST / 501212 / X.XFT / XC / DDD OSE0083803","18","28800",0,"UN","903190"
"MIC911","2001 - STARCH 1500 PARTIALLY PREDELATINIZED MAIZE STARCH","18","394",0,"KG","360510"
"MIC912","Zeon 20/05 Dolo 650mg ML 24F - 0246","18","510",0,"KG","760719"
"Ocean/Air Freight-V","Ocean/Air Freight-V","0","500",0,"KG",
"Osmium","Osmium","18","2500",0,"KG","711049"
"Palladium","Palladium","18","2000",0,"KG","7110"
"PAYROLL PRO. FEE","PAYROLL PROCESSING FEE","18","72870",0,"UN",
"Platinum","Platinum","18","1800",0,"KG","7110"
"PR-APPAREL","PR-APPAREL","18","11",0,"UN",
"PR-FEE ARTWORK FEE","PR-FEE ARTWORK FEE","18","10",0,"UN",
"PR-FEE SETUP FEE","PR-FEE SETUP FEE","18","60",0,"UN",
"PRINT CLEANING","Printing & Cleaning Materials","18","500",0,"UN",
"RAM UPGRADE","4GB RAM UPGRADED FOR LAPTOPS","18","9080",0,"UN",
"RESTAURANTS","service provided by restaurants\, Cafes and si","18","1387",0,"UN",
"ROOM","Room or unit accommodation services provided","12","89",0,"UN",
"ROOM SERVICE","ROOM SERVICE","18","1000",101000,"UN","996311"
"SALE CONSULTING","SALE CONSULTING SERVICE","18","20000",0,"UN",
"SAMPDIE01","Sampling Dies Powder D1","18","1320",0,"Pcs","903190"
"SAMPRODPOWD","Sampling Rod Powder SS","18","21000",0,"Pcs","903190"
"SAMPRODPOWDST","Sampling Rod Powder ST","18","27000",0,"Pcs","903190"
"SERVICECHARGE","Service Charge","18","121",0,"UN",
"SIGNALLING[MSU TX]","SIGNALLING[MSU TX]","18","0",0,"UN",
"UNINSTALL TABLE","UNINSTALL TABLE","18","1000",0,"UN","73729"
"WARMSHELLRENT","Warm Shell Rent","18","370600",0,"UN","9972"
"WIRELESS HEADSET","WIRELESS HEADSET BLACK M0001","0","58",0,"UN",
"130922","Our charges for services rendered to ArcelorMittal Liberia Holdings Limited","VA","850",0,"Hr(s)",
"13092205","10.113\,78","5","10113",0,"Mts",
"13092204","Service for � July 2022","0I","7957",0,"MT",
"13092203","Service charges for May 2019 as per agreement","5","48333",0,"MT",
"13092202","Communication\, printing\, stationery and sundry expenses","VA","12",0,"Hr(s)",
"20070021","16 TON CAPACITY FARANA CRANE SUPPLY CHARGES FOR MATERIAL LOADING AND UNLOADING FOR THE MONTH OF JAN","18","7000",0,"Lts",
"922","Period of insurance coverage","0I","10113",101000,"Lts",
"3000111","Office Maintainance","18","1000",0,"PC",
"3000112","Vehicle Maintainance","18","1000",0,"Hr(s)",
"3333","demo","12","7",0,"UN","12"
"1","matchbox",,"1",1,"UN",
