"y",2,3201,110,2,"parallel","2021-01-29 09:38:47.0000000","2021-01-29 09:40:54.0000000","approved","0",
"y",2,3206,110,2,"parallel","2021-01-29 10:29:26.0000000","2021-01-29 10:31:17.0000000","approved","0",
"y",2,3317,110,1,"parallel","2021-02-02 14:45:33.0000000","2021-02-02 15:01:15.0000000","approved",,
"y",2,3325,71,2,"series","2021-02-03 04:44:14.0000000","2021-02-03 05:11:54.0000000","approved",,
"y",2,3326,71,2,"series","2021-02-03 05:02:44.0000000","2021-02-03 05:12:34.0000000","approved",,
"y",2,3336,110,2,"series","2021-02-03 06:35:55.0000000","2021-02-03 06:37:00.0000000","approved",,
"y",2,3359,110,2,"series","2021-02-03 07:10:56.0000000","2021-02-03 07:13:33.0000000","approved",,
"y",2,3365,110,2,"parallel","2021-02-03 07:41:45.0000000","2021-02-03 07:45:54.0000000","approved",,
"y",2,3370,110,2,"parallel","2021-02-03 09:03:41.0000000","2021-02-03 09:06:36.0000000","approved","0",
"y",2,3376,31,1,"single","2021-02-03 12:01:01.0000000","2021-02-03 12:01:44.0000000","approved",,
"y",2,3394,110,1,"series","2021-02-04 05:41:32.0000000","2021-02-04 05:44:21.0000000","approved","34",
"y",2,3404,110,1,"series","2021-02-04 06:31:43.0000000","2021-02-04 06:35:44.0000000","approved","6",
"y",2,3417,31,1,"series","2021-02-04 06:52:12.0000000","2021-04-05 07:33:44.0000000","approved","0",
"y",2,3422,71,1,"series","2021-02-04 12:59:07.0000000","2021-02-04 14:06:07.0000000","approved","0",
"y",2,3423,71,1,"series","2021-02-04 14:00:12.0000000","2021-02-04 14:06:35.0000000","approved","0",
"y",2,3462,110,1,"single","2021-02-08 07:14:30.0000000","2021-02-08 07:33:30.0000000","approved",,
"y",2,3469,31,1,"single","2021-02-08 13:40:45.0000000","2021-02-08 13:49:34.0000000","approved",,
"y",2,3480,110,2,"parallel","2021-02-09 02:03:35.0000000","2021-02-09 02:04:08.0000000","approved","0",
"y",2,3483,110,2,"parallel","2021-02-09 06:24:56.0000000","2021-02-09 07:08:17.0000000","approved","148",
"y",2,3531,110,2,"parallel","2021-02-11 10:12:17.0000000","2021-02-11 10:13:29.0000000","approved",,
"y",2,3589,110,2,"parallel","2021-02-17 11:25:46.0000000","2021-02-17 11:29:21.0000000","approved","9",
"y",2,3600,71,1,"parallel","2021-02-18 06:52:04.0000000","2021-02-22 15:13:40.0000000","approved","0",
"y",2,3608,71,1,"parallel","2021-02-18 07:00:13.0000000","2021-02-22 15:13:37.0000000","approved","0",
"y",2,3632,71,1,"single","2021-02-19 06:04:13.0000000","2021-02-19 06:05:14.0000000","approved",,
"y",2,3636,71,1,"single","2021-02-22 14:59:05.0000000","2021-02-22 15:03:37.0000000","approved",,
"y",2,3639,71,1,"single","2021-02-24 06:44:36.0000000","2021-02-24 06:45:27.0000000","approved",,
"y",2,3711,110,2,"parallel","2021-04-15 05:19:41.0000000","2021-05-11 10:23:19.0000000","approved","25","new req testing dt 11 may"
"y",2,3759,110,1,"parallel","2021-03-09 05:03:01.0000000","2021-03-09 05:07:00.0000000","approved",,
"y",2,3769,110,2,"parallel","2021-03-09 07:06:41.0000000","2021-03-09 07:07:26.0000000","approved",,
"y",2,3772,110,2,"parallel","2021-03-11 07:39:26.0000000","2021-03-11 07:40:09.0000000","approved","0",
"y",2,3784,110,2,"parallel","2021-03-16 09:56:59.0000000","2021-03-16 10:03:01.0000000","approved","4",
"y",2,3789,110,2,"parallel","2021-03-18 01:48:03.0000000","2021-03-18 02:02:19.0000000","approved",,
"y",2,3941,110,2,"parallel","2021-03-24 09:19:35.0000000","2021-03-24 09:22:08.0000000","approved",,
"y",2,3949,110,2,"parallel","2021-03-24 10:08:18.0000000","2021-03-24 10:51:27.0000000","approved","0",
"y",2,3968,110,2,"parallel","2021-03-31 04:19:06.0000000","2021-03-31 04:22:04.0000000","approved",,
"y",2,3975,110,2,"parallel","2021-03-31 04:43:11.0000000","2021-03-31 07:21:43.0000000","approved","11",
"y",2,4049,31,2,"parallel","2021-04-05 11:22:09.0000000","2021-04-05 11:23:13.0000000","approved",,
"y",2,4053,31,2,"parallel","2021-04-05 13:08:19.0000000","2021-04-05 13:09:25.0000000","approved","0",
"y",2,4055,31,2,"parallel","2021-04-06 06:12:27.0000000","2021-04-06 06:12:55.0000000","approved","0",
"y",2,4100,110,2,"parallel","2021-04-07 08:36:26.0000000","2021-04-07 08:37:26.0000000","approved",,
"y",2,4107,31,2,"parallel","2021-04-07 11:15:18.0000000","2021-04-07 11:16:02.0000000","approved",,
"y",2,4113,110,2,"parallel","2021-04-14 06:12:49.0000000","2021-04-14 06:13:33.0000000","approved","0",
"y",2,4114,110,2,"parallel","2021-04-14 06:24:08.0000000","2021-04-14 06:25:12.0000000","approved",,
"y",2,4121,110,2,"parallel","2021-04-16 03:47:40.0000000","2021-05-11 07:40:06.0000000","approved","0",
"y",2,4149,110,1,"parallel","2021-04-16 03:55:57.0000000","2021-04-16 03:57:39.0000000","approved","0",
"y",2,4175,110,1,"parallel","2021-04-19 08:05:17.0000000","2021-04-19 08:06:19.0000000","approved","0",
"y",2,4184,31,1,"parallel","2021-04-19 09:36:15.0000000","2021-04-19 09:36:57.0000000","approved","0",
"y",2,4188,31,1,"parallel","2021-04-19 10:28:51.0000000","2021-04-19 10:29:46.0000000","approved",,
"y",2,4190,31,1,"single","2021-04-19 10:42:02.0000000","2021-04-19 10:43:13.0000000","approved",,
"y",2,4192,31,1,"parallel","2021-04-19 10:58:15.0000000","2021-04-19 10:58:42.0000000","approved","0",
"y",2,4197,31,1,"single","2021-04-19 12:01:09.0000000","2021-04-19 12:02:43.0000000","approved",,
"y",2,4201,31,1,"single","2021-04-19 12:54:17.0000000","2021-04-19 12:54:44.0000000","approved",,
"y",2,4203,71,1,"single","2021-04-20 09:25:16.0000000","2021-04-20 09:26:18.0000000","approved",,
"y",2,4212,110,1,"parallel","2021-04-20 11:50:15.0000000","2021-04-20 12:03:50.0000000","approved","0",
"y",2,4222,31,1,"single","2021-04-21 07:31:29.0000000","2021-04-21 07:31:57.0000000","approved",,
"y",2,4224,31,1,"single","2021-04-21 07:39:30.0000000","2021-04-21 07:40:01.0000000","approved",,
"y",2,4227,31,1,"single","2021-04-21 07:44:15.0000000","2021-04-21 07:44:37.0000000","approved",,
"y",2,4234,31,1,"single","2021-04-21 08:31:12.0000000","2021-04-21 10:07:55.0000000","approved",,
"y",2,4235,31,1,"single","2021-04-21 10:10:04.0000000","2021-04-21 10:10:32.0000000","approved",,
"y",2,4242,31,1,"single","2021-04-23 08:17:19.0000000","2021-04-23 08:20:19.0000000","approved",,
"y",2,4243,31,1,"single","2021-04-23 08:17:34.0000000","2021-04-23 08:20:35.0000000","approved",,
"y",2,4244,31,1,"single","2021-04-23 08:17:57.0000000","2021-04-23 08:19:50.0000000","approved",,
"y",2,4245,31,1,"single","2021-04-23 09:47:53.0000000","2021-04-23 09:49:12.0000000","approved",,
"y",2,4246,31,1,"single","2021-04-23 09:40:28.0000000","2021-04-23 09:41:02.0000000","approved",,
"y",2,4247,31,1,"single","2021-04-23 09:41:39.0000000","2021-04-23 09:42:21.0000000","approved",,
"y",2,4249,110,1,"parallel","2021-04-23 10:34:49.0000000","2021-04-23 10:36:50.0000000","approved",,
"y",2,4252,110,1,"single","2021-04-23 11:21:38.0000000","2021-04-23 11:35:02.0000000","approved",,
"y",2,4253,110,1,"single","2021-04-23 11:20:51.0000000","2021-04-23 11:34:49.0000000","approved",,
"y",2,4270,110,1,"parallel","2021-04-26 09:52:26.0000000","2021-04-26 09:54:14.0000000","approved","42",
"y",2,4280,110,1,"parallel","2021-04-26 11:30:16.0000000","2021-04-26 11:37:55.0000000","approved",,
"y",2,4309,115,1,"single","2021-04-28 06:59:16.0000000","2021-04-28 07:02:32.0000000","approved",,
"y",2,4316,110,1,"single","2021-04-29 08:53:56.0000000","2021-04-29 08:56:18.0000000","approved",,
"y",2,4391,110,1,"parallel","2021-05-05 12:17:40.0000000","2021-05-05 12:18:49.0000000","approved","0",
"y",2,4430,115,1,"parallel","2021-05-07 10:14:42.0000000","2021-05-07 10:16:09.0000000","approved","7",
"y",2,4439,110,1,"single","2021-05-10 09:23:25.0000000","2021-05-10 09:24:33.0000000","approved",,
"y",2,4440,110,1,"single","2021-05-10 09:23:45.0000000","2021-05-10 09:24:42.0000000","approved",,
"y",2,4441,110,1,"parallel","2021-05-07 11:54:02.0000000","2021-05-07 11:57:14.0000000","approved","0",
"y",2,4448,110,1,"parallel","2021-05-10 08:29:11.0000000","2021-05-10 08:30:57.0000000","approved",,
"y",2,4451,110,1,"parallel","2021-05-10 07:36:06.0000000","2021-05-10 07:36:28.0000000","approved","5",
"y",2,4452,110,1,"parallel","2021-05-10 09:19:31.0000000","2021-05-10 09:19:52.0000000","approved","0",
"y",2,4455,110,1,"single","2021-05-10 08:07:39.0000000","2021-05-10 08:34:47.0000000","approved",,
"y",2,4456,110,1,"parallel","2021-05-10 08:07:24.0000000","2021-05-10 08:10:35.0000000","approved","0",
"y",2,4518,31,1,"parallel","2021-05-11 10:09:59.0000000","2021-05-11 10:13:00.0000000","approved","25","accept comment test level 1"
"y",2,4569,110,1,"parallel","2021-05-13 05:18:26.0000000","2021-05-13 05:19:15.0000000","approved","29","Check"
"y",2,4570,110,1,"parallel","2021-05-13 05:23:51.0000000","2021-05-13 05:24:07.0000000","approved","0",
"y",2,4601,31,1,"parallel","2021-05-17 10:37:11.0000000","2021-05-17 10:40:15.0000000","approved",,"2nd  comment"
"y",2,4627,110,1,"parallel","2021-05-18 11:15:14.0000000","2021-05-18 11:15:46.0000000","approved","0",
"y",2,4628,110,1,"parallel","2021-05-18 12:37:37.0000000","2021-05-18 12:40:41.0000000","approved","9",
"y",2,4648,110,1,"parallel","2021-05-20 02:00:24.0000000","2021-05-20 02:01:20.0000000","approved","8","ok"
"y",2,4697,110,1,"parallel","2021-05-20 09:40:25.0000000","2021-05-20 09:41:19.0000000","approved","24","ok"
"y",2,4698,110,1,"parallel","2021-05-20 10:29:21.0000000","2021-05-20 10:35:18.0000000","approved","51",
"y",2,4838,110,2,"series","2021-05-25 11:54:42.0000000","2021-05-25 12:51:13.0000000","approved",,
"y",2,4839,110,2,"series","2021-05-25 12:05:02.0000000","2021-05-25 12:51:21.0000000","approved",,
"y",2,4840,110,2,"series","2021-05-25 12:34:45.0000000","2021-05-25 12:51:29.0000000","approved","0",
"y",2,4841,110,2,"series","2021-05-25 12:12:37.0000000","2021-05-25 12:51:36.0000000","approved",,
"y",2,4843,110,2,"series","2021-05-25 12:48:25.0000000","2021-05-25 12:51:41.0000000","approved",,
"y",2,4880,110,2,"series","2021-05-26 04:22:15.0000000","2021-05-26 04:28:01.0000000","approved",,
"y",2,4882,110,2,"series","2021-05-26 04:24:55.0000000","2021-05-26 04:28:10.0000000","approved",,
"y",2,4883,110,2,"series","2021-05-26 04:26:22.0000000","2021-05-26 04:28:06.0000000","approved",,
"y",2,4884,110,2,"series","2021-05-26 04:33:29.0000000","2021-05-26 04:33:59.0000000","approved","0",
"y",2,4919,110,2,"series","2021-05-26 11:14:04.0000000","2021-05-26 11:14:46.0000000","approved",,
"y",2,4920,110,2,"series","2021-05-26 10:39:17.0000000","2021-05-26 10:54:34.0000000","approved","0",
"y",2,4940,110,1,"parallel","2021-05-27 05:52:06.0000000","2021-05-27 06:32:53.0000000","approved","0",
"y",2,4950,110,1,"parallel","2021-05-27 10:38:48.0000000","2021-05-27 10:43:44.0000000","approved","0",
"y",2,5146,110,1,"parallel","2021-05-31 08:58:08.0000000","2021-05-31 09:00:26.0000000","approved","0",
"y",2,5148,110,1,"parallel","2021-05-31 08:58:42.0000000","2021-05-31 09:02:25.0000000","approved","0",
"y",2,5160,110,1,"parallel","2021-05-31 10:32:35.0000000","2021-05-31 10:36:20.0000000","approved","0",
"y",2,5174,110,1,"single","2021-06-04 06:28:26.0000000","2021-06-30 09:52:25.0000000","approved",,
"y",2,5225,110,1,"single","2021-06-10 08:38:00.0000000","2021-06-30 09:52:13.0000000","approved",,
"y",2,5234,110,1,"parallel","2021-06-22 11:08:23.0000000","2021-06-30 04:34:03.0000000","approved","0",
"y",2,5245,110,1,"single","2021-06-22 07:45:30.0000000","2021-06-28 13:17:21.0000000","approved",,
"y",2,5246,110,1,"single","2021-06-22 07:45:42.0000000","2021-06-28 10:11:25.0000000","approved",,
"y",2,5247,110,1,"parallel","2021-06-22 07:42:40.0000000","2021-06-22 07:49:54.0000000","approved",,
"y",2,5259,110,1,"parallel","2021-06-25 06:48:11.0000000","2021-06-28 13:17:07.0000000","approved","0",
"y",2,5261,115,1,"single","2021-06-24 11:24:42.0000000","2021-06-24 11:26:11.0000000","approved",,
"y",2,5265,115,1,"single","2021-06-24 11:23:07.0000000","2021-06-24 11:24:09.0000000","approved",,
"y",2,5266,115,1,"parallel","2021-06-24 10:52:01.0000000","2021-06-24 10:54:57.0000000","approved","10",
"y",2,5279,110,1,"single","2021-06-25 06:47:15.0000000","2021-06-25 11:58:09.0000000","approved",,
"y",2,5280,110,1,"parallel","2021-06-25 06:49:07.0000000","2021-06-25 11:58:37.0000000","approved","0",
"y",2,5282,110,1,"single","2021-06-25 07:07:08.0000000","2021-06-25 11:44:33.0000000","approved",,"done"
"y",2,5293,110,1,"single","2021-06-25 07:16:50.0000000","2021-06-25 11:43:18.0000000","approved",,
"y",2,5294,110,1,"parallel","2021-06-25 07:17:11.0000000","2021-06-25 07:55:44.0000000","approved","0",
"y",2,5298,110,1,"single","2021-06-25 07:25:38.0000000","2021-06-25 08:27:20.0000000","approved",,
"y",2,5306,110,1,"single","2021-06-25 08:12:15.0000000","2021-06-25 08:19:42.0000000","approved",,
"y",2,5308,110,1,"single","2021-06-25 08:12:48.0000000","2021-06-25 08:26:04.0000000","approved",,
"y",2,5309,110,1,"parallel","2021-06-25 08:14:14.0000000","2021-06-25 08:18:32.0000000","approved","0","1"
"y",2,5390,110,1,"single","2021-07-02 06:06:58.0000000","2021-07-02 06:11:55.0000000","approved",,
"y",2,5392,110,1,"single","2021-07-02 06:08:01.0000000","2021-07-02 06:12:13.0000000","approved",,
"y",2,5393,110,1,"parallel","2021-07-02 06:08:35.0000000","2021-07-02 06:12:38.0000000","approved","0","1 approval"
"y",2,5395,110,1,"parallel","2021-07-02 09:15:26.0000000","2021-07-02 09:15:41.0000000","approved","0",
"y",2,5400,110,1,"parallel","2021-07-02 09:59:28.0000000","2021-07-02 10:04:33.0000000","approved","0",
"y",2,5411,110,1,"parallel","2021-07-04 04:37:07.0000000","2021-07-04 04:37:34.0000000","approved","0",
"y",2,5417,110,1,"parallel","2021-07-04 06:01:31.0000000","2021-07-04 06:17:50.0000000","approved","33",
"y",2,5731,110,1,"parallel","2021-07-28 13:04:56.0000000","2021-08-12 09:46:33.0000000","approved",,
"y",2,5737,110,1,"single","2021-07-28 15:33:03.0000000","2021-07-28 16:04:17.0000000","approved",,
"y",2,5738,110,1,"parallel","2021-07-28 15:30:00.0000000","2021-07-28 15:35:36.0000000","approved","0","1st ok"
"y",2,5739,110,1,"single","2021-07-28 15:32:43.0000000","2021-07-28 16:03:54.0000000","approved",,"ok"
"y",2,5751,110,1,"parallel","2021-07-29 06:25:29.0000000","2021-07-29 06:33:54.0000000","approved","13","ok"
"y",2,5754,110,1,"single","2021-07-29 06:25:45.0000000","2021-07-29 06:32:46.0000000","approved",,"ok"
"y",2,5755,110,1,"single","2021-07-29 06:25:57.0000000","2021-07-29 06:29:48.0000000","approved",,"ok"
"y",2,5763,110,1,"parallel","2021-07-29 06:57:03.0000000","2021-07-29 06:57:35.0000000","approved","0",
"y",2,5770,110,1,"parallel","2021-07-29 10:56:21.0000000","2021-07-29 10:59:36.0000000","approved","0",
"y",2,5773,110,1,"parallel","2021-07-29 09:45:58.0000000","2021-07-29 09:46:53.0000000","approved","0",
"y",2,5780,110,1,"parallel","2021-07-30 06:39:00.0000000","2021-07-30 06:47:00.0000000","approved","0",
"y",2,5785,110,1,"parallel","2021-08-02 06:41:24.0000000","2021-08-02 06:48:36.0000000","approved",,
"y",2,5792,110,1,"single","2021-08-04 05:38:16.0000000","2021-08-04 05:39:41.0000000","approved",,
"y",2,5795,110,1,"parallel","2021-08-06 01:58:26.0000000","2021-08-06 02:02:20.0000000","approved","0","test comments"
"y",2,5810,110,1,"parallel","2021-08-06 06:39:05.0000000","2021-08-06 06:44:01.0000000","approved","0",
"y",2,5832,110,1,"parallel","2021-08-12 07:38:56.0000000","2021-08-12 07:39:48.0000000","approved","9",
"y",2,5843,110,1,"parallel","2021-08-12 09:42:47.0000000","2021-08-12 09:45:39.0000000","approved","0",
"y",2,5850,110,1,"parallel","2021-08-12 11:07:56.0000000","2021-08-12 11:11:15.0000000","approved","0",
"y",2,5865,110,1,"parallel","2021-08-24 06:07:26.0000000","2021-08-24 06:22:11.0000000","approved","8","ok"
"y",2,5868,110,1,"single","2021-08-24 06:19:57.0000000","2021-08-24 06:27:54.0000000","approved",,"ok"
"y",2,5876,110,1,"parallel","2021-08-24 10:51:39.0000000","2021-08-24 10:54:29.0000000","approved","0",
"y",2,5896,110,1,"parallel","2021-09-23 08:47:25.0000000","2021-09-24 08:44:39.0000000","approved",,
"y",2,5897,110,1,"single","2021-09-24 08:31:12.0000000","2021-09-24 08:44:13.0000000","approved",,
"y",2,5899,110,1,"parallel","2021-09-24 08:33:41.0000000","2021-09-24 08:43:52.0000000","approved",,
"y",2,5902,110,1,"single","2021-09-24 04:05:44.0000000","2021-09-24 04:10:54.0000000","approved",,
"y",2,5910,110,1,"parallel","2021-09-27 04:49:30.0000000","2021-09-27 04:52:47.0000000","approved",,"Ho gaya"
"y",2,5914,110,1,"parallel","2021-09-27 04:58:07.0000000","2021-09-27 05:00:25.0000000","approved","0",
"y",2,5921,110,1,"parallel","2021-09-27 06:04:08.0000000","2021-09-27 06:14:18.0000000","approved",,
"y",2,5925,110,1,"single","2021-09-27 10:45:03.0000000","2021-09-27 10:49:11.0000000","approved",,
"y",2,5926,110,1,"parallel","2021-09-27 10:29:32.0000000","2021-09-27 10:49:28.0000000","approved",,
"y",2,5929,110,1,"single","2021-09-27 10:44:03.0000000","2021-09-27 10:48:53.0000000","approved",,
"y",2,5935,110,1,"parallel","2021-09-28 05:28:27.0000000","2021-09-28 05:29:59.0000000","approved","0",
"y",2,5950,110,1,"parallel","2021-09-28 10:46:54.0000000","2021-09-28 10:53:18.0000000","approved",,
"y",2,5980,110,1,"single","2021-09-29 11:47:02.0000000","2021-09-29 11:48:04.0000000","approved",,
"y",2,5983,110,1,"single","2021-09-29 15:30:40.0000000","2021-09-29 15:31:54.0000000","approved",,
"y",2,5984,110,1,"single","2021-09-29 15:38:39.0000000","2021-09-29 15:39:16.0000000","approved",,
"y",2,6025,110,1,"single","2021-10-03 16:41:29.0000000","2021-10-03 16:42:00.0000000","approved",,
"y",2,6026,110,1,"single","2021-10-03 16:37:59.0000000","2021-10-03 16:39:40.0000000","approved",,
"y",2,6027,110,1,"single","2021-10-03 16:40:36.0000000","2021-10-03 16:41:03.0000000","approved",,
"y",2,6072,110,1,"parallel","2021-10-07 12:00:50.0000000","2021-10-07 16:09:18.0000000","approved","4",
"y",2,6096,110,1,"parallel","2021-10-20 09:50:22.0000000","2021-10-20 09:53:00.0000000","approved",,
"y",2,6119,110,1,"single","2021-10-26 06:00:42.0000000","2021-10-26 09:00:08.0000000","approved",,
"y",2,6122,110,1,"parallel","2021-10-26 10:10:24.0000000","2021-10-26 10:15:08.0000000","approved","18",
"y",2,6129,110,1,"parallel","2021-10-26 10:59:09.0000000","2021-10-26 11:02:04.0000000","approved","24",
"y",2,6161,110,1,"single","2021-11-10 05:26:31.0000000","2021-11-10 05:27:48.0000000","approved",,
"y",2,6174,110,1,"parallel","2021-11-15 06:03:42.0000000","2021-11-15 06:18:47.0000000","approved",,
"y",2,6176,110,1,"single","2021-11-16 08:02:01.0000000","2021-11-16 08:03:28.0000000","approved",,
"y",2,6193,110,1,"parallel","2021-11-15 09:31:20.0000000","2021-11-15 09:32:15.0000000","approved","0",
"y",2,6464,110,1,"single","2021-12-01 04:01:27.0000000","2021-12-01 08:34:05.0000000","approved",,
"y",2,6467,115,1,"single","2021-12-01 04:16:38.0000000","2021-12-01 04:48:46.0000000","approved",,
"y",2,6468,115,1,"parallel","2021-12-01 04:11:51.0000000","2021-12-01 04:48:15.0000000","approved","0",
"y",2,6469,115,1,"single","2021-12-01 04:14:20.0000000","2021-12-01 04:48:05.0000000","approved",,
"y",2,6470,115,1,"single","2021-12-01 04:16:56.0000000","2021-12-01 04:48:29.0000000","approved",,
"y",2,6675,110,1,"single","2021-12-07 05:01:39.0000000","2021-12-07 05:09:49.0000000","approved",,
"y",2,6735,110,1,"single","2021-12-07 07:05:04.0000000","2021-12-07 08:28:13.0000000","approved",,
"y",2,6826,110,1,"parallel","2021-12-13 09:33:20.0000000","2021-12-13 09:37:23.0000000","approved","11",
"y",2,6862,110,1,"parallel","2021-12-14 09:16:59.0000000","2021-12-14 09:17:33.0000000","approved","0",
"y",2,6872,110,1,"parallel","2021-12-15 05:52:22.0000000","2021-12-15 05:53:16.0000000","approved","8",
"y",2,6873,110,1,"parallel","2021-12-15 06:51:44.0000000","2021-12-15 06:54:26.0000000","approved","23",
"y",2,7015,110,1,"parallel","2022-01-03 11:32:55.0000000","2022-01-03 11:37:54.0000000","approved","9",
"y",2,7017,110,1,"parallel","2022-01-04 08:58:38.0000000","2022-01-04 09:02:12.0000000","approved","9",
"y",2,7040,110,1,"parallel","2022-01-05 06:56:19.0000000","2022-01-05 06:57:16.0000000","approved","10",
"y",2,7041,110,1,"parallel","2022-01-21 12:39:40.0000000","2022-01-21 12:43:30.0000000","approved","10","approved"
"y",2,7079,157,1,"single","2022-01-11 06:47:42.0000000","2022-02-03 05:35:40.0000000","approved",,
"y",2,7091,150,1,"parallel","2022-01-10 06:30:50.0000000","2022-01-10 06:34:14.0000000","approved","94","Approval from android"
"y",2,7092,150,1,"parallel","2022-01-10 07:40:43.0000000","2022-01-10 07:44:06.0000000","approved","16",
"y",2,7094,110,1,"parallel","2022-01-13 09:59:57.0000000","2022-01-13 10:01:01.0000000","approved","0",
"y",2,7161,110,1,"parallel","2022-01-18 09:47:45.0000000","2022-01-18 09:48:13.0000000","approved","0",
"y",2,7172,157,1,"parallel","2022-01-19 04:34:29.0000000","2022-01-19 05:07:41.0000000","approved","0",
"y",2,7177,157,1,"single","2022-01-19 04:35:29.0000000","2022-01-19 05:05:03.0000000","approved",,
"y",2,7189,110,1,"single","2022-01-19 04:34:01.0000000","2022-01-19 07:16:41.0000000","approved",,
"y",2,7191,157,1,"single","2022-01-19 04:29:11.0000000","2022-01-19 05:11:59.0000000","approved",,
"y",2,7194,110,1,"parallel","2022-01-19 07:13:19.0000000","2022-01-19 07:15:47.0000000","approved","105",
"y",2,7204,157,1,"parallel","2022-01-21 12:19:58.0000000","2022-02-03 05:35:26.0000000","approved","0",
"y",2,7212,110,1,"parallel","2022-01-19 10:56:07.0000000","2022-01-19 10:57:52.0000000","approved","0","ERP"
"y",2,7220,110,1,"parallel","2022-01-21 13:01:58.0000000","2022-01-21 13:02:48.0000000","approved","4",
"y",2,7224,110,1,"parallel","2022-01-24 10:54:08.0000000","2022-01-24 10:54:54.0000000","approved","0",
"y",2,7229,157,1,"parallel","2022-01-21 11:09:33.0000000","2022-02-03 05:34:49.0000000","approved","0",
