3782,"TEST001","5105610995","tosap","approved",,,"1000","2021-03-16 08:27:09.0000000","2021-03-16","2021-03-16","2021-03-16","2021-03-16",14,"2021-06-25 09:29:22.0000000","2021-03-16 08:52:35.0000000","1790.5",,"INR","Cash",113400,,2000000075,0,"MAHINDRA HOLIDAYS & RESORT INDIA LTD",,"1003",,1599,0,0,0,"y","0",96,96,192,0,0,"0","0",39,,"y",101,122,,"y","n","RE",,"paid",,,"0","0",,"0",0,
3783,"INV20/21","5105611042","tosap","approved",,"4500020305","1000","2021-03-16 08:27:09.0000000","2020-10-23","2021-03-16","2021-03-16","2021-05-15",12,"2021-06-25 09:29:22.0000000","2021-04-14 11:36:40.0000000","35400",,"EUR","Cash",0,,2000000085,0,"SAP LABS","Test","0",,30000,0,0,0,,"0",15000,15000,0,0,0,"60","0",39,,,0,0,,"n","n",,,"paid",,,"0","0",,"0",0,
3784,"INV20/21","5105610997","tosap",,,"4500020305","1000","2021-03-16 08:55:49.0000000","2021-03-16","2021-03-16","2021-03-16","2021-05-15",17,"2021-06-25 09:29:22.0000000","2021-03-16 10:03:20.0000000","35400",,"EUR","Cash",0,,2000000085,0,"Winger IT Solutions",,"0",,30000,0,0,0,,"0",15000,15000,0,0,0,"60","0",39,,,0,0,,"n","n","RE",,"paid",,,"0","0",,"0",0,
3785,,,"new",,,,"1000","2021-03-16 08:55:59.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"1790.5",,"INR","Cash",0,,2000000075,0,"MAHINDRA HOLIDAYS & RESORT INDIA LTD",,"1000",,0,0,0,0,"y",,0,0,0,0,0,"0","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3786,"796/20-21",,"new",,,,"1000","2021-03-16 08:56:32.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3787,"INV52/20",,"new",,,"4500020202","1000","2021-03-16 08:56:39.0000000","2020-10-23","2020-09-29","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"827180",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3789,"INV20/21","5105610998","tosap",,,"4500020305","1000","2021-03-18 01:38:29.0000000","2020-10-23","2021-03-18","2021-03-18","2021-05-17",11,"2021-06-25 09:29:22.0000000","2021-03-18 02:02:19.0000000","35400",,"EUR","Cash",0,,2000000085,0,"Winger IT Solutions",,"0",,30000,0,0,0,,"0",15000,15000,0,0,0,"60","0",45,,,0,0,,"n","n","RE",,"paid",,,"0","0",,"0",0,
3790,"INV52/20",,"new",,,"4500020202","1000","2021-03-18 01:38:57.0000000","2020-10-23","2020-09-29","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"827180",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3791,"TEST001","5105610999","tosap","approved",,,"1000","2021-03-18 01:39:00.0000000","2021-03-18","2021-03-18","2021-03-18","2021-03-18",27,"2021-06-25 09:29:22.0000000","2021-03-18 02:19:45.0000000","1790.5",,"INR","Cash",111000,,2000000075,0,"MAHINDRA HOLIDAYS & RESORT INDIA LTD",,"1000",,1599,0,0,0,"y","0",96,96,192,0,0,"0","0",45,,"y",101,122,,"y","n","RE",,"paid",,,"0","0",,"0",0,
3792,"796/20-21",,"new",,,,"1000","2021-03-18 01:39:00.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3793,"dasdaddasd",,"new","inapproval","y",,,"2021-03-18 05:06:40.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"118000",,"INR",,0,,2000000054,0,"K K infotech",,,,100000,0,0,0,"0",,9000,9000,18000,0,0,"45","0",0,,"y",0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3802,"jcbjhdj",,"new","inapproval","y","4500020343",,"2021-03-18 05:59:36.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"64900",,"INR",,0,,2000000054,0,"K K infotech",,,,55000,0,0,0,"0",,4950,4950,9900,0,0,"45","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3803,"sdncjdhb",,"new","inapproval","y","4500020343",,"2021-03-18 06:06:37.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"59000",,"INR",,0,,2000000054,0,"K K infotech",,,,50000,0,0,0,"0",,4500,4500,9000,0,0,"45","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3804,,,"new",,,,"1000","2021-03-18 07:15:11.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"1790.5",,"INR","Cash",0,,2000000075,0,"MAHINDRA HOLIDAYS & RESORT INDIA LTD",,"1000",,0,0,0,0,"y",,0,0,0,0,0,"0","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3805,"INV20/21",,"new",,,"4500020305","1000","2021-03-18 07:15:38.0000000","2020-10-23","2020-10-23","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3806,"INV52/20",,"new",,,"4500020202","1000","2021-03-18 07:15:49.0000000","2020-10-23","2020-09-29","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"827180",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3807,"796/20-21",,"new",,,,"1000","2021-03-18 07:16:11.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3809,"lsdmsadaskldk;a",,"new","inapproval","y",,,"2021-03-18 07:25:04.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"29500",,"INR",,0,,2000000054,0,"K K infotech",,,,25000,0,0,0,"0",,2250,2250,4500,0,0,"45","0",0,,"y",0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3817,"lsdmsadaskldk;a",,"new","inapproval","y",,,"2021-03-18 09:48:08.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"29500",,"INR",,0,,2000000054,0,"K K infotech",,,,25000,0,0,0,"0",,2250,2250,4500,0,0,"45","0",0,,"y",0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3818,"dsadas",,"new","inapproval","y",,,"2021-03-18 10:02:51.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"126850",,"INR",,0,,2000000054,0,"K K infotech",,,,107500,0,0,0,"0",,9675,9675,19350,0,0,"45","0",0,,"y",0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3819,"INV20/21",,"new",,,"4500020305","1000","2021-03-18 10:13:20.0000000","2020-10-23","2020-10-23","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3820,,,"new",,,,"1000","2021-03-18 10:13:47.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"1790.5",,"INR","Cash",0,,2000000075,0,"MAHINDRA HOLIDAYS & RESORT INDIA LTD",,"1000",,0,0,0,0,"y",,0,0,0,0,0,"0","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3821,"796/20-21",,"new",,,,"1000","2021-03-18 10:13:49.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3822,"INV52/20",,"new",,,"4500020202","1000","2021-03-18 10:13:50.0000000","2020-10-23","2020-09-29","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"827180",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3823,"Inv00234",,"new","inapproval","y","4500020343",,"2021-03-18 12:47:22.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"5900",,"INR",,0,,2000000054,0,"K K infotech",,,,5000,0,0,0,"0",,450,450,900,0,0,"45","0",0,"Test inv",,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3824,"Inv0012",,"new","inapproval","y","4500020343",,"2021-03-18 12:48:56.0000000","2021-03-18","2021-03-18","2021-03-18",,0,"2021-08-18 05:10:42.0000000",,"5900",,"INR",,0,,2000000054,0,"K K infotech",,,,5000,0,0,0,"0",,450,450,900,0,0,"45","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3825,"INV20/21",,"new","draft","y","4500020305","1000","2021-03-19 11:12:37.0000000","2020-10-23","2020-10-23","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3826,"INV20/21",,"new","draft","y","4500020305","1000","2021-03-19 11:12:38.0000000","2020-10-23","2020-10-23","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3827,"796/20-21",,"new","draft","y",,"1000","2021-03-19 11:46:46.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3828,"796/20-21",,"new","draft","y",,"1000","2021-03-19 11:47:36.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3829,"796/20-21",,"new","draft","y",,"1000","2021-03-19 11:49:13.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3830,"796/20-21",,"new","draft","y",,"1000","2021-03-19 11:49:23.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3831,"796/20-21",,"new","draft","y",,"1000","2021-03-19 13:17:26.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3832,"796/20-21",,"new","draft","y",,"1000","2021-03-19 13:19:45.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3833,"796/20-21",,"new","draft","y",,"1000","2021-03-19 13:28:47.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3836,"796/20-21",,"new","draft","y",,"1000","2021-03-19 13:37:35.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3837,"796/20-21",,,"draft","y",,"1000","2021-03-19 13:43:56.0000000","2020-08-31","","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR",,0,,2000000060,0,"K K infotech",,"1000",,85647,0,0,0,"1",,7708,7708,15416,0,0,"60","0",39,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3839,"INV0045",,,"draft","y","4500020168","1000","2021-03-19 13:59:40.0000000","2020-09-29","","",,0,"2021-08-18 05:10:42.0000000",,"799140",,"INR",,0,,2000000052,0,"K K infotech",,"1000",,701000,0,0,0,"1",,63090,63090,126180,4,28040,,"0",39,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3842,"796/20-21",,,"draft","y",,"1000","2021-03-19 14:23:57.0000000","2020-08-31","","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"89929.35",,"EUR",,0,,2000000060,0,"K K infotech",,"1000",,85647,0,0,0,"1","05",2141,2141,4282,0,0,"60","0",39,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3843,"INV20 / 21",,"new",,,"4500020305","1000","2021-03-22 10:49:03.0000000","2020-10-23","","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3844,"INV20 / 21",,"new",,,"4500020305","1000","2021-03-22 10:59:25.0000000","2020-10-23","","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3845,"INV20 / 21",,"new",,,"4500020305","1000","2021-03-22 11:11:28.0000000","2020-10-23","","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3847,,,"new",,,,"1000","2021-03-23 11:46:27.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"2539",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3849,,,"new",,,"Professional se","1000","2021-03-23 11:47:37.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"4152",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,,0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3851,,,"new",,,"Professional se","1000","2021-03-23 12:00:30.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"4152",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,,0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3852,,,"new",,,,"1000","2021-03-23 12:00:37.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"2539",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3854,,,"new",,,,"1000","2021-03-23 12:17:21.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"2539",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3855,,,"new",,,,"1000","2021-03-23 12:17:50.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"0",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3856,,,"new",,,"Professional se","1000","2021-03-23 12:17:50.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"4152",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,,0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3865,"656'559",,"new",,,,"1000","2021-03-23 13:07:13.0000000","2015-11-10","2015-11-10","",,0,"2021-08-18 05:10:42.0000000",,"0",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3867,"656'559",,"new",,,,"1000","2021-03-23 13:22:56.0000000","2015-11-10","2015-11-10","",,0,"2021-08-18 05:10:42.0000000",,"0",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3869,"656'559",,"new",,,,"1000","2021-03-23 13:31:12.0000000","2015-11-10","2015-11-10","",,0,"2021-08-18 05:10:42.0000000",,"0",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3886,"656'559",,"new",,,,"1000","2021-03-23 14:08:24.0000000","2015-11-10","2015-11-10","",,0,"2021-08-18 05:10:42.0000000",,"15282",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3890,"656'559",,"new",,,,"1000","2021-03-23 14:25:17.0000000","2015-11-10","2015-11-10","",,0,"2021-08-18 05:10:42.0000000",,"15282",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3892,,,"new",,,,"1000","2021-03-24 04:34:50.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"2539",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3893,"656'559",,"new",,,,"1000","2021-03-24 04:35:17.0000000","2015-11-10","2015-11-10","",,0,"2021-08-18 05:10:42.0000000",,"15282",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3895,"INV20/21",,"new",,,"4500020305","1000","2021-03-24 04:40:15.0000000","2020-10-23","2020-10-23","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3896,"INV52/20",,"new",,,"4500020202","1000","2021-03-24 04:40:48.0000000","2020-10-23","2020-09-29","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"827180",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3897,"TEST001","5105611013","tosap","approved",,,"1000","2021-03-24 04:40:56.0000000","2021-03-24","2021-03-24","2021-03-24","2021-03-24",14,"2021-06-25 09:29:22.0000000","2021-03-24 04:56:12.0000000","1790.5",,"INR","Cash",113400,,2000000075,0,"MAHINDRA HOLIDAYS & RESORT INDIA LTD",,"1003",,1599,0,0,0,"y","0",96,96,192,0,0,"0","0",39,,"y",101,122,,"y","n","RE",,"paid",,,"0","0",,"0",0,
3898,"796/20-21",,"new",,,,"1000","2021-03-24 04:40:56.0000000","2020-08-31","2020-08-31","2020-10-30",,0,"2021-08-18 05:10:42.0000000",,"101061",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3899,"INV52/20",,"new",,,"4500020202","1000","2021-03-24 04:50:59.0000000","2020-10-23","2020-09-29","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"827180",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3900,"INV20/21",,"new",,,"4500020305","1000","2021-03-24 04:51:23.0000000","2020-10-23","2020-10-23","2020-12-22",,0,"2021-08-18 05:10:42.0000000",,"35400",,"EUR","Cash",0,,2000000060,0,"Winger IT Solutions",,"1000",,0,0,0,0,"n",,0,0,0,0,0,"60","0",0,,,0,0,,"n","n","RE",,"unpaid",,,"0","0",,"0",0,
3901,"796/20-21",,"inapproval",,,,"1000","2021-03-24 04:51:27.0000000","2020-08-31","2021-03-24","2021-03-24","2021-05-23",27,"2021-08-18 05:10:42.0000000",,"101063.46",,"EUR","Cash",113400,,2000000060,0,"Winger IT Solutions",,"1003",,85647,0,0,0,,"0",7708,7708,0,0,0,"60","0",39,,"y",101,122,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
3903,,,"new",,,,"1000","2021-03-24 04:59:53.0000000",,"","",,0,"2021-08-18 05:10:42.0000000",,"2539",,"INR","Cash",0,,0,0,,,"1000",,0,0,0,0,,,0,0,0,0,0,,"0",0,,"y",0,0,,"y","n","RE",,"unpaid",,,"0","0",,"0",0,
